#file	offset	label	type	textbox	string
Z1010.DEC	0x0004	itm_000	sel	20x1	駄菓子
Z1010.DEC	0x0028	itm_001	sel	20x1	お菓子
Z1010.DEC	0x004C	itm_002	sel	20x1	にんにく
Z1010.DEC	0x0070	itm_003	sel	20x1	にんにくたーぼ
Z1010.DEC	0x0094	itm_004	sel	20x1	にんにくすーぱー
Z1010.DEC	0x00B8	itm_005	sel	20x1	
Z1010.DEC	0x00DC	itm_006	sel	20x1	ポンキーステッキ
Z1010.DEC	0x0100	itm_007	sel	20x1	妖精の粉
Z1010.DEC	0x0124	itm_008	sel	20x1	
Z1010.DEC	0x0148	itm_009	sel	20x1	がらなちょこ
Z1010.DEC	0x016C	itm_010	sel	20x1	中華マン
Z1010.DEC	0x0190	itm_011	sel	20x1	チョコ
Z1010.DEC	0x01B4	itm_012	sel	20x1	クッキー
Z1010.DEC	0x01D8	itm_013	sel	20x1	おむすび
Z1010.DEC	0x01FC	itm_014	sel	20x1	母のおむすび
Z1010.DEC	0x0220	itm_015	sel	20x1	マボチン
Z1010.DEC	0x0244	itm_016	sel	20x1	グレートマボチン
Z1010.DEC	0x0268	itm_017	sel	20x1	与作のおむすび
Z1010.DEC	0x028C	itm_018	sel	20x1	マボチンもどき
Z1010.DEC	0x02B0	itm_019	sel	20x1	
Z1010.DEC	0x02D4	itm_020	sel	20x1	
Z1010.DEC	0x02F8	itm_021	sel	20x1	
Z1010.DEC	0x031C	itm_022	sel	20x1	マンドラゴラの霊薬
Z1010.DEC	0x0340	itm_023	sel	20x1	試作版　魔の木の実
Z1010.DEC	0x0364	itm_024	sel	20x1	改良版　魔の木の実
Z1010.DEC	0x0388	itm_025	sel	20x1	命の木の実
Z1010.DEC	0x03AC	itm_026	sel	20x1	筋肉養成ギプス
Z1010.DEC	0x03D0	itm_027	sel	20x1	賢者の爪の垢
Z1010.DEC	0x03F4	itm_028	sel	20x1	素早さの木の実
Z1010.DEC	0x0418	itm_029	sel	20x1	力の木の実
Z1010.DEC	0x043C	itm_030	sel	20x1	破滅の財布
Z1010.DEC	0x0460	itm_031	sel	20x1	魔王の威吹
Z1010.DEC	0x0484	itm_032	sel	20x1	賢者の書
Z1010.DEC	0x04A8	itm_033	sel	20x1	勇者の紋章
Z1010.DEC	0x04CC	itm_034	sel	20x1	空腹のドラム
Z1010.DEC	0x04F0	itm_035	sel	20x1	悪夢のささやき
Z1010.DEC	0x0514	itm_036	sel	20x1	帰り鏡
Z1010.DEC	0x0538	itm_037	sel	20x1	チャッパチュップス
Z1010.DEC	0x055C	itm_038	sel	20x1	銀幕女王のサイン
Z1010.DEC	0x0580	itm_039	sel	20x1	暗黒のダイス
Z1010.DEC	0x05A4	itm_040	sel	20x1	呪いのハーモニカ
Z1010.DEC	0x05C8	itm_041	sel	20x1	精霊の祝福
Z1010.DEC	0x05EC	itm_042	sel	20x1	
Z1010.DEC	0x0610	itm_043	sel	20x1	
